sample_id,split,recalculated_score,risk_score,risk_percentile,diff
79d8cac09a8123933b81,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
f679c472675bbde33a60,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
e720dfe2dbbd690128c7,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
00f5a0dff76fb20394cf,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
f2b306fd539f044ddd3b,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
fd8f2143aa201d7f9799,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
ba1a979100df4c23ea4d,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
7f485bdefdaa665f444c,train,0.31026593597416563,0.310266,8.3,6.402583435649589e-08
0e3248c0edbbd8e3a57d,train,0.3675266394552481,0.367527,7.6,3.6054475188729285e-07
d27a3e258ecbe261d7c8,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
3f8a30187dcffbc210ac,validation,0.6077695247861009,0.60777,56.6,4.752138991204191e-07
d75145af29b2c30d5e9d,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
1f05e02e34bcfb8f4c8e,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
b2975bdb8ad9f42a1059,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
4d346ec4429bfe39d474,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
674e13da94721b7539eb,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
1ef527589e44849701ee,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
697c4e9c9ee478258fb9,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
751f57471c9e64105b58,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
218351fc4150094a2915,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
c9bbb9837b681b4ddf6b,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
d079b0716032dd55ff9c,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
be99c9d88060dc01a707,train,0.6091197144408445,0.60912,55.5,2.855591555439574e-07
7a84204973b83ae4a151,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
c44538a21c524f424363,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
afb407cbc4b6606e3b09,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
a6f14da08f420d2157a4,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
b1ae11c4ab2cf8192c38,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
7d23ac9cd84a4259b192,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
f59a3fe02b9ef4321beb,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
ce0390d622298dc11b6c,train,0.28734530006219255,0.287345,3.4,3.000621925375313e-07
190f784831dfbe1164fb,train,0.22040071054546997,0.220401,3.4,2.89454530039146e-07
70d069e9510495a3eb60,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
a1ff9f9583cb203ea127,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
883a79f1e94db10e419c,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
081b2394a6bd139a8cf7,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
e048d569ea788f3f5491,train,0.2025636866916108,0.202564,3.6,3.1330838920484716e-07
5e8e7f7df3beae5eb908,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
441c4eec11e36838b3b6,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
7558d3665727af3fcd57,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
86d3b7b189ed83428e35,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
c5315ff6ac45488026ac,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
17a836e761d88a3e66ce,train,0.6077695247861009,0.60777,57.4,4.752138991204191e-07
505de20cbef7c29dcbe6,train,0.49904582350782667,0.499046,15.6,1.7649217332049716e-07
d72680a15870f4ca6056,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
01b1ef3c4fac7e32e9b5,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
5ca77e5affb963c2a7f1,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
232032601d86f9f110e8,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
b25d9855202af8ce6068,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
03376e5bea2e945033b7,validation,0.6091197144408445,0.60912,57.3,2.855591555439574e-07
d3311f8c2f9568e0972b,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
93c6f97f933f092773cc,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
33a91b1a18ea14f5d346,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
3566602c2bc0dc24d4cd,train,0.4776828342393416,0.477683,4.7,1.657606584215543e-07
46e02dcc3bfca56946c4,train,0.4919556513144884,0.491956,10.5,3.486855116308085e-07
a9480d619f0c82da844d,train,0.533357551093919,0.533358,11.6,4.48906080974254e-07
fab4cc44ada0a0928762,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
2810a7c92033e9babf4d,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
9a7db9ac85990e69419d,train,0.2687957859967768,0.268796,4.0,2.1400322319786724e-07
2c474e69274164b31590,train,0.2672475613561453,0.267248,4.3,4.3864385468328493e-07
b6de64c0bac605f0c107,train,0.31235910954431984,0.312359,3.7,1.0954431983734025e-07
ccc7b780444ce6f019da,train,0.26910941142146955,0.269109,3.8,4.114214695594143e-07
2c018ef982c0191efdde,train,0.13431244190294767,0.134312,1.0,4.419029476787628e-07
74a7f2826e76befbbc32,train,0.19415823009805047,0.194158,2.3,2.3009805047435883e-07
fc0806f278752e76048e,train,0.09805829727137726,0.098058,0.5,2.9727137725032993e-07
778294cf125e76cea1c5,train,0.610046242481719,0.610046,92.7,2.4248171903717974e-07
556a46969a136dabb117,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
7a91ab0f7b758af5cbeb,train,0.22635328773523372,0.226353,4.1,2.8773523372271903e-07
198d8052c00152564ce5,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
3337370924a5e8fab77d,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
3eb29aa347cb9c1d137e,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
94e969c4ca57600b3c8b,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
290b7ef028b81552dc3a,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
3bb29a785419be5655d6,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
f54b0cac24348c985ca2,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
1835159912a5ad74d3ac,train,0.5356626400542556,0.535663,53.6,3.599457444325438e-07
f1d54ffe92521aaed387,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
7e9902fddcf1d5e48f0c,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
fde817ef05eac270ea0d,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
c4f97971b38ce7d35ee0,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
fcb14a50a40c7fb1af67,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
c9627eb13d598b75d9ec,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
b675572da62a292f84b0,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
b386ec1c937873728f8c,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
6806d0c6a9ef7897bfc1,train,0.6091197144408445,0.60912,55.5,2.855591555439574e-07
37042270831288a22744,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
282d6360277fcd669238,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
3896aba5d9a2b6afd478,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
5b3d90ba78e6ed183cd1,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
37659773d4382a05658d,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
ac0a1fcba0468daf207d,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
881b2059ffed4291854a,train,0.1650402335988128,0.16504,2.1,2.3359881282103423e-07
7369eca806bb30fe4666,train,0.6054677136143556,0.605468,53.4,2.863856444212942e-07
3c60ec2ab7b1f03d08ca,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
3782a3f4d62ac22f6f4f,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
e1fc8438e6c2a0c01973,train,0.39736226113205403,0.397362,11.4,2.611320540357731e-07
098ac442245827239730,train,0.5574798765805925,0.55748,12.2,1.2341940747173652e-07
282c257e4fe53253cde0,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
da79d263d98e4f133379,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
e9db1f850e77f655b406,train,0.41415843178149797,0.414158,12.4,4.3178149794487197e-07
1bb6b5be17264eb12130,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
7a24b1c7b4e86dc6c75b,train,0.6054677136143556,0.605468,53.4,2.863856444212942e-07
c1ef5d62938ff6c08857,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
fb64fa6274525422d98d,validation,0.6077695247861009,0.60777,56.6,4.752138991204191e-07
247e2125483732e474e1,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
f6b569651b6486b66183,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
cc27b266b9bb5af8e96b,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
f59bfd4403e0c46892ca,train,0.7359002824028931,0.7359,95.9,2.824028930703548e-07
9cfdb3b22476b7240866,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
3ff8563e80035bb43fcb,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
3ad3dde50b6bd7571aff,train,0.6091197144408445,0.60912,55.5,2.855591555439574e-07
062b6c706d083f328e7a,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
493eacee984203407d84,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
63f3786a98aebbf9510d,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
0476c1a8e2db21e20448,train,0.5400408454815465,0.540041,10.4,1.5451845347680404e-07
534b128655698a78a41a,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
90cdef274f7ddfc74ecb,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
49bd84deefa665dab13b,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
8f1cbb26b0b3d5b3f79e,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
84a76ef4e7323632708a,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
9dcd6f0b3aefeaf56977,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
02c9a0038e0fea327259,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
cc872d6fd551c20ed427,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
60d18f32f427d936ea47,train,0.8697824944107909,0.869782,97.3,4.9441079086332e-07
3ffecfea11a7d10e62c6,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
d87155048a4ce2ec2660,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
506131c45b0d142c5d3d,validation,0.6077695247861009,0.60777,56.6,4.752138991204191e-07
fc059cb552c6f069770d,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
68a3a1f9d38e3130a154,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
4082d5426c5cbba96b30,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
f11b492013cdc2ca8dca,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
96bf68a054c49f25238c,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
e2fed04e05e12b589aab,train,0.3447417174330284,0.344742,6.2,2.8256697159889654e-07
66016b7bf95cb7a39014,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
7090f936e59f42b1f5c3,train,0.5356626400542556,0.535663,53.6,3.599457444325438e-07
007d25bde3f82d42433e,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
597339c09278e8481c98,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
71a2f1859ea88873f5d5,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
d8d8bd7927563d0917dd,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
74fb5d3c59c5d36127fa,train,0.6054677136143556,0.605468,52.7,2.863856444212942e-07
d60b52d571d7cd0c589e,train,0.5943467672832132,0.594347,13.5,2.3271678672998064e-07
d24ead485eef5b9aa5bc,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
02e8d96488612325cc97,train,0.6091197144408445,0.60912,55.5,2.855591555439574e-07
d2142b8a4b2dcc84337b,train,0.44292779035886076,0.442928,13.9,2.0964113922605776e-07
ced8acb15527d2108d44,train,0.5153168609061758,0.515317,8.6,1.3909382423626937e-07
c1d25207414b1c3fe385,train,0.5204777442973721,0.520478,17.5,2.557026278493524e-07
00c0c9c2fa07a0d07cd8,train,0.5204096474867977,0.52041,13.8,3.5251320229523486e-07
656b384e7c77a5b570ca,train,0.21704688074237724,0.217047,3.5,1.1925762274933582e-07
0ae7ae3237b5f72c4f23,validation,0.5226114647368371,0.522611,15.7,4.647368370136462e-07
6d64a7271317302b5ab8,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
69a29f999628665db6ce,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
3a329cfeaba80d81a0a9,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
fe1ae4a15dc92c07224f,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
d8e175ae743d743849a3,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
d857caa2bd44f6feae2e,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
c32d40ce2934b2e567b8,train,0.46446211774275786,0.464462,14.9,1.1774275787690414e-07
ff0b136391bf9b750b85,train,0.5356626400542556,0.535663,56.9,3.599457444325438e-07
98f8261190c1e782fbee,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
db9cdc4ecb5074ec1796,train,0.43578335340626784,0.435783,10.8,3.5340626786117824e-07
36e87e1d3aa7b8352533,train,0.5954570528359879,0.595457,14.8,5.283598791816502e-08
6e6b9175b56e2cc73f38,train,0.4333016299020278,0.433302,12.1,3.700979722132125e-07
1da7ae0a03f733a64e77,train,0.311196739785461,0.311197,3.5,2.6021453902735914e-07
af923b43486127533788,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
2f5f31d9f2e99fe13499,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
33eb197cfdf2d060aa73,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
896c0557ff767cc0119d,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
6b7c3475740daedd54b2,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
9d5448f3105fcedcbfec,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
cf746c830232f2d28227,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
5ae4ce222dbeb3c4a894,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
ff42c3fee53b06f17858,validation,0.6091197144408445,0.60912,55.0,2.855591555439574e-07
527835fc30b90810787c,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
9db558d2a7f68bdd0f25,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
5baa5fe4282980d86151,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
f8e16942154f6557323f,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
cf7af027331dc9d76899,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
796b8ef43bb3ad328a2b,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
e55281d48aba09a52b6d,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
bc01bef365140c3d423c,train,0.17750535250638566,0.177505,2.6,3.5250638566464154e-07
4c692f11b0e16f334216,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
fc39745be5e745524920,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
9230696c4b53faa66da0,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
9901ed6b600bf1939125,validation,0.6091197144408445,0.60912,57.3,2.855591555439574e-07
8862a88ef04149e7880f,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
5139d292ed23451b6b65,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
6797cc4c34a85bb112c1,train,0.6058961495370039,0.605896,95.7,1.4953700389064295e-07
9f7e95aa30469a580b2a,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
13ef3008c08e585401d8,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
4c0833326defe10f60a8,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
2ea94ad14eb14f083fc0,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
5f9c7914601939dce29d,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
3d88a7fe8cb210a8b8ce,train,0.24770132603467013,0.247701,2.5,3.2603467012282117e-07
4bf0b55dc5a36a70c667,train,0.6091197144408445,0.60912,55.5,2.855591555439574e-07
96b99cccbd6c917db998,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
340f0fe13151d023ff83,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
884fbca7ff924042d8ee,train,0.26719082157015045,0.267191,7.4,1.7842984956217833e-07
9f8d355bed230b378277,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
6968206ae4c4d2fb2c6a,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
796cba01ee1f5e683890,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
0bfd305d6b031080fd8f,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
f5ec3500e05d32685688,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
7956cbf811c266e9297a,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
e2b5aa60ba2950d44f8e,train,0.5356626400542556,0.535663,53.7,3.599457444325438e-07
a0511b6ca79ac165d1e0,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
c01bbc0f7569a46ab88d,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
dd332ced9f769686f83e,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
365a0ea347bfcc1593dc,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
9ab3ea33d3bf5b4dabb8,train,0.5356626400542556,0.535663,56.7,3.599457444325438e-07
925461d1ef7e01466dfe,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
a5cfbb82e1904dd4f4da,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
5d4b581772b48a4ba319,train,0.6054677136143556,0.605468,55.3,2.863856444212942e-07
6cf435696fca8c4f0e16,train,0.8876961863408181,0.887696,100.0,1.8634081810908754e-07
e32baed4f2558ee1413d,train,0.831147771213629,0.831148,97.5,2.2878637095935517e-07
ee27a1f86c831922aaab,validation,0.8788437423481097,0.878844,99.3,2.5765189026749624e-07
53f99d6fe7effdb09b4b,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
7c2e9b25c37d09b4036c,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
9f6cf9972dbf9f4398b3,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
4f446876175a3286daf4,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
6f635c3c9dc9845015ab,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
59650a661145aa9281ed,train,0.5356626400542556,0.535663,54.3,3.599457444325438e-07
5874b1a3c8e6f5f22c04,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
69ca48066677a3243e62,validation,0.6091197144408445,0.60912,55.0,2.855591555439574e-07
ce793d6fef4d82db04b7,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
0dd9af0d04739cf62ca0,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
58a842815eeab5e8f82b,train,0.6077695247861009,0.60777,57.4,4.752138991204191e-07
3b2825bdf6c59b8491ea,validation,0.6077695247861009,0.60777,56.6,4.752138991204191e-07
4b822e1800c670bf9918,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
8ea6f7c8aa0d0abb657a,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
a1146a902ca582c9dd47,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
0d4042b981289dbafc67,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
dcc7e0abaf5f1b507923,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
3e31b91ecab691baa1c5,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
a94b526fe457a32ccd32,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
a892ad8af30c50c0500c,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
7b031d18968a5de3721b,train,0.6054677136143556,0.605468,53.4,2.863856444212942e-07
6762290e31845b4d8cae,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
98f66acdb0dc16d96d03,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
a2861c45110342348fba,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
99eb73ea045d4c7b3a98,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
89c60718ba3a6ffb5b95,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
1e8b6ff4168d93c28f40,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
2a912d0eae414a05f9ce,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
d415e07fb404d1f2ec72,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
bf7b1970eb48f4d09ab4,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
4a6065751a023b536b9f,validation,0.6091197144408445,0.60912,55.0,2.855591555439574e-07
6c774bd4d3e2edb1fe07,train,0.3814584935384656,0.381458,4.9,4.935384655957442e-07
69bfd85a9934c5d933be,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
7f8b1b9cc96c834fc120,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
d2c88e2c768168ff12a2,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
27941379e489b3f502fe,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
7052c18834700a476f0c,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
75c27effb7a50bb1484f,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
5eca699c6d6038563a35,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
a3fc686703398360875e,train,0.6077695247861009,0.60777,55.6,4.752138991204191e-07
00bf2cf601e3ca983522,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
d7fee5b6dd7627fb4602,train,0.6077695247861009,0.60777,57.4,4.752138991204191e-07
35a2bf747dd7a125fdb8,train,0.5617636705296752,0.561764,7.9,3.2947032480024063e-07
3b00ad216ef5ec64d2a3,train,0.44446844913084943,0.444468,8.3,4.491308494558588e-07
9a03de62542748dad203,train,0.4154809420488652,0.415481,6.9,5.795113477979896e-08
0f79f145948840c524bf,train,0.6054677136143556,0.605468,53.4,2.863856444212942e-07
cc2320fa79d9f3c12fe0,validation,0.5356626400542556,0.535663,54.7,3.599457444325438e-07
57f05d577ee807b5b05b,validation,0.869377730225999,0.869378,97.9,2.6977400102712323e-07
75b621f293f7e56d3181,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
d6d4b8965dfd6f09e61b,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
c5efd249e6b50b9394e6,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
86a12ed3bf96a4cb41bb,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
fb163ad84d4d297d13d0,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
f66053c559b31316662d,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
685e5569ae057aa336c4,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
29cc036d0caff58c2e4a,train,0.6091197144408445,0.60912,52.7,2.855591555439574e-07
e49fec2e08c1bf8368bf,train,0.49172009920418186,0.49172,8.7,9.920418186926128e-08
ea0c8e9769dcc05de9d7,train,0.6077695247861009,0.60777,53.1,4.752138991204191e-07
9fe52019cfb82768404d,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
cd98f293b978e5ae6ef4,train,0.6054677136143556,0.605468,59.9,2.863856444212942e-07
7e8573c5417b78b05753,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
99a5696693a2c41f5746,train,0.5880088802392116,0.588009,16.4,1.197607883973717e-07
726b3eff9756b0c2b598,train,0.6091197144408445,0.60912,56.4,2.855591555439574e-07
16355811ca32923a056d,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
b31c092694624057097d,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
8d194e5f067b8848521f,train,0.766797736007898,0.766798,96.5,2.639921019564895e-07
a00c3b78779d251b2dd0,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
1ab4a4151e77fef9e1c3,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
e6496e50482c630f57ac,train,0.5356626400542556,0.535663,56.9,3.599457444325438e-07
a45bc5a93db47c56fbdb,train,0.6054677136143556,0.605468,55.7,2.863856444212942e-07
3618ad52264e800b04b0,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
0a9254edadb4cc21f6db,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
f7e5a7f166b6bdfeb9d8,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
dc4fade470b5ca29c17c,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
8d025785afd6719fe82a,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
2dbb3c01351e34b17f0c,validation,0.6054677136143556,0.605468,59.3,2.863856444212942e-07
3b2a6ce66ca4cfcf2ccc,validation,0.39239813132099977,0.392398,5.7,1.3132099974111355e-07
4764be164b3b38efe105,train,0.4011604436099266,0.40116,8.0,4.4360992657033194e-07
ab45cc6537a75ba3c3f7,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
3c2ddb97a24d4e0b3812,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
e3c80a313b9a5b924ffe,train,0.6091197144408445,0.60912,59.9,2.855591555439574e-07
7a3561556dc383a3175f,train,0.6077695247861009,0.60777,53.2,4.752138991204191e-07
ddabd790f1e508923be1,train,0.6091197144408445,0.60912,56.8,2.855591555439574e-07
e4a1e1476798bc833399,train,0.6054677136143556,0.605468,53.1,2.863856444212942e-07
8790875eb713f52aa01b,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
642f8916e242a85a04e7,train,0.5356626400542556,0.535663,56.0,3.599457444325438e-07
c6aab405e16c7327cea5,train,0.6054677136143556,0.605468,55.2,2.863856444212942e-07
06bff7c837c79c05402b,train,0.6077695247861009,0.60777,54.6,4.752138991204191e-07
f154a23497a263c49e82,train,0.39139562660025673,0.391396,8.6,3.7339974329198e-07
a8ec9e19f99b927dcbc0,train,0.6091197144408445,0.60912,56.6,2.855591555439574e-07
34249e723a10670640a5,train,0.5356626400542556,0.535663,55.8,3.599457444325438e-07
c4f55a84c2eb0b68f1c8,train,0.6077695247861009,0.60777,55.7,4.752138991204191e-07
3f25f643372ee3b95b67,train,0.6077695247861009,0.60777,58.2,4.752138991204191e-07
