gold_standard(mapping_key),canonical,chunk_id,section
1910.0179,1910.179,chunk_21967,1910.179(iii)
1910.0179,1910.179,chunk_21968,1910.179(iv)
1910.0179,1910.179,chunk_21969,1910.179(v)
1910.0179,1910.179,chunk_21970,1910.179(vi)
1910.0179,1910.179,chunk_21971,1910.179(2)
1910.0179,1910.179,chunk_21972,1910.179(n)
1910.0179,1910.179,chunk_21973,1910.179(2)
1910.0179,1910.179,chunk_21974,1910.179(ii)
1910.0179,1910.179,chunk_21975,1910.179(iii)
1910.0179,1910.179,chunk_21976,1910.179(3)
1910.0179,1910.179,chunk_21977,1910.179(ii)
1910.0179,1910.179,chunk_21978,1910.179(a)
1910.0179,1910.179,chunk_21979,1910.179(b)
1910.0179,1910.179,chunk_21980,1910.179(c)
1910.0179,1910.179,chunk_21981,1910.179(iii)
1910.0179,1910.179,chunk_21982,1910.179(a)
1910.0179,1910.179,chunk_21983,1910.179(b)
1910.0179,1910.179,chunk_21984,1910.179(iv)
1910.0179,1910.179,chunk_21985,1910.179(v)
1910.0179,1910.179,chunk_21986,1910.179(vi)
1910.0179,1910.179,chunk_21987,1910.179(vii)
1910.0179,1910.179,chunk_21988,1910.179(viii)
1910.0179,1910.179,chunk_21989,1910.179(ix)
1910.0179,1910.179,chunk_21990,1910.179(x)
1910.0179,1910.179,chunk_21991,1910.179(xi)
1910.0179,1910.179,chunk_21992,1910.179(4)
1910.0179,1910.179,chunk_21993,1910.179(ii)
1910.0179,1910.179,chunk_21994,1910.179(o)
1910.0179,1910.179,chunk_21995,1910.179(ii)
1910.0179,1910.179,chunk_21996,1910.179(2)
1910.0179,1910.179,chunk_21997,1910.179(ii)
1910.0179,1910.179,chunk_21998,1910.179(3)
