standard_code,standard_normalized,r_category,r_category_name,basis
19100269 P01 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P01 II A,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P01 IV,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P01I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P02    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P02 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P03,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04   II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04  III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04  IIIC,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04  IIIC1,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04 III A,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 P04 III C,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q01    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q01   II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q01  III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q01 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q01 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q02    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q02 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03   XI,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 VI,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 VII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 X,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 XI,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 XII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 Q03 XIV,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 R05,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 T03    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 T07 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U01,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U03,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U04 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U05,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U05 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U05 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U05 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U06   II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U06 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 U06 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V01    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V01   II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V01 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V01 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V03,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V04   IV,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V04  III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V04 IV,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V05 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V10    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V10 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11   XIC,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11  VII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11  XII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11 VII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11 X,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11 XI,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11 XII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11 XIII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 V11XII,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W01    I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W01 III,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W04,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W05 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W06 I,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W06 II,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100269 W07,1910.0269,R1,电气危险与带电防护,1910.269 电力发电输配Subpart R
19100303 A,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B01,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B01 II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B01 IV,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B02,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B04,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B06,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B07,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B07    I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B07   IV,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B07 I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B07 IV,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 B08 I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 C03    I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 C03 I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 E,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 E01   II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 E01 II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 E02,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 F01,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 F02,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 F03,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01    I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01    IA,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01    IB,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01   II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01 I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01 I A,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01 I B,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01 II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G01II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02    I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02   II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02  III,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02 I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02 I A,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02 I B,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02 I D,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 G02 II,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 H05    I,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 H05 III A,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100303 H05 III B,1910.0303,R1,电气危险与带电防护,1910.303 电气安全Subpart S
19100304 A02,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B02   II,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B02 II,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B03    I,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B03   IIC4,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B03   IIC6,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B03 II A,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B03 II C,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B04,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B04   IIB,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 B04 II B,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 F01   IV,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 F01 I,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 F01 IV,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 F01 VI,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 G02 II,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 G05,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 G06   VI,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 G06   VIC1,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100304 G06   VIC8,1910.0304,R1,电气危险与带电防护,1910.304 电气安全Subpart S
19100305 A02    X,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02   II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02   IX,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02   XI,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02  IIIF,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02 I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02 IX,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02 X,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A02 XI,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 A03 V,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01   II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01  III,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01 I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01 II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B01II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B02,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B02    I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B02 I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B03    I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B03   II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 B03 II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 C04,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 D01,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 D02,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 E01,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01    I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01   IV,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01   IVA,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01   IVB,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01   IVD,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01  IIIB,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 I,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 III,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 IV,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 IV A,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 IV B,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 IV C,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01 IV D,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G01IV,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G02   II,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
19100305 G02  III,1910.0305,R1,电气危险与带电防护,1910.305 电气安全Subpart S
