unique_key,stage,split,quarter,method_or_comparison,metric,value,source_file,source_row,source_column,source_sha256
data_flow|all|all|Inspection原始行|n|样本排除流.csv|2,data_flow,all,all,Inspection原始行,n,1365781,结果/01_数据审计/样本排除流.csv,2,n,41ad639b115e106b8a4ebdbaae95f5d7d6d6b83c33c932ee22ce2be3141fc2a9
maturity_audit|train|2021Q2|all|mature_rate|成熟度审计.csv|38,maturity_audit,train,2021Q2,all,mature_rate,0.9824561403508772,结果/01_数据审计/成熟度审计.csv,38,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|candidate_total|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,candidate_total,98,结果/01_数据审计/成熟度审计.csv,39,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|mature_positive|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,mature_positive,53.0,结果/01_数据审计/成熟度审计.csv,39,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|mature_negative|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,mature_negative,43.0,结果/01_数据审计/成熟度审计.csv,39,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|immature_open_case|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,immature_open_case,2,结果/01_数据审计/成熟度审计.csv,39,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|immature_other|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,immature_other,0,结果/01_数据审计/成熟度审计.csv,39,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|mature_total|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,mature_total,96,结果/01_数据审计/成熟度审计.csv,39,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q3|all|mature_rate|成熟度审计.csv|39,maturity_audit,train,2021Q3,all,mature_rate,0.979591836734694,结果/01_数据审计/成熟度审计.csv,39,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|candidate_total|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,candidate_total,88,结果/01_数据审计/成熟度审计.csv,40,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|mature_positive|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,mature_positive,53.0,结果/01_数据审计/成熟度审计.csv,40,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|mature_negative|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,mature_negative,35.0,结果/01_数据审计/成熟度审计.csv,40,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|immature_open_case|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,40,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|immature_other|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,immature_other,0,结果/01_数据审计/成熟度审计.csv,40,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|mature_total|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,mature_total,88,结果/01_数据审计/成熟度审计.csv,40,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|train|2021Q4|all|mature_rate|成熟度审计.csv|40,maturity_audit,train,2021Q4,all,mature_rate,1.0,结果/01_数据审计/成熟度审计.csv,40,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|candidate_total|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,candidate_total,131,结果/01_数据审计/成熟度审计.csv,41,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|mature_positive|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,mature_positive,88.0,结果/01_数据审计/成熟度审计.csv,41,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|mature_negative|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,mature_negative,42.0,结果/01_数据审计/成熟度审计.csv,41,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|immature_open_case|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,41,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|immature_other|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,immature_other,1,结果/01_数据审计/成熟度审计.csv,41,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|mature_total|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,mature_total,130,结果/01_数据审计/成熟度审计.csv,41,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q1|all|mature_rate|成熟度审计.csv|41,maturity_audit,validation,2022Q1,all,mature_rate,0.9923664122137404,结果/01_数据审计/成熟度审计.csv,41,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|candidate_total|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,candidate_total,136,结果/01_数据审计/成熟度审计.csv,42,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|mature_positive|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,mature_positive,87.0,结果/01_数据审计/成熟度审计.csv,42,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|mature_negative|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,mature_negative,49.0,结果/01_数据审计/成熟度审计.csv,42,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|immature_open_case|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,42,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|immature_other|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,immature_other,0,结果/01_数据审计/成熟度审计.csv,42,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|mature_total|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,mature_total,136,结果/01_数据审计/成熟度审计.csv,42,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q2|all|mature_rate|成熟度审计.csv|42,maturity_audit,validation,2022Q2,all,mature_rate,1.0,结果/01_数据审计/成熟度审计.csv,42,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|candidate_total|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,candidate_total,172,结果/01_数据审计/成熟度审计.csv,43,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|mature_positive|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,mature_positive,88.0,结果/01_数据审计/成熟度审计.csv,43,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|mature_negative|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,mature_negative,84.0,结果/01_数据审计/成熟度审计.csv,43,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|immature_open_case|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,43,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|immature_other|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,immature_other,0,结果/01_数据审计/成熟度审计.csv,43,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|mature_total|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,mature_total,172,结果/01_数据审计/成熟度审计.csv,43,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q3|all|mature_rate|成熟度审计.csv|43,maturity_audit,validation,2022Q3,all,mature_rate,1.0,结果/01_数据审计/成熟度审计.csv,43,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|candidate_total|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,candidate_total,104,结果/01_数据审计/成熟度审计.csv,44,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|mature_positive|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,mature_positive,64.0,结果/01_数据审计/成熟度审计.csv,44,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|mature_negative|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,mature_negative,38.0,结果/01_数据审计/成熟度审计.csv,44,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|immature_open_case|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,44,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|immature_other|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,immature_other,2,结果/01_数据审计/成熟度审计.csv,44,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|mature_total|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,mature_total,102,结果/01_数据审计/成熟度审计.csv,44,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2022Q4|all|mature_rate|成熟度审计.csv|44,maturity_audit,validation,2022Q4,all,mature_rate,0.9807692307692308,结果/01_数据审计/成熟度审计.csv,44,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|candidate_total|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,candidate_total,143,结果/01_数据审计/成熟度审计.csv,45,candidate_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|mature_positive|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,mature_positive,89.0,结果/01_数据审计/成熟度审计.csv,45,mature_positive,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|mature_negative|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,mature_negative,52.0,结果/01_数据审计/成熟度审计.csv,45,mature_negative,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|immature_open_case|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,immature_open_case,0,结果/01_数据审计/成熟度审计.csv,45,immature_open_case,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|immature_other|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,immature_other,2,结果/01_数据审计/成熟度审计.csv,45,immature_other,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|mature_total|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,mature_total,141,结果/01_数据审计/成熟度审计.csv,45,mature_total,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
maturity_audit|validation|2023Q1|all|mature_rate|成熟度审计.csv|45,maturity_audit,validation,2023Q1,all,mature_rate,0.986013986013986,结果/01_数据审计/成熟度审计.csv,45,mature_rate,13c27b38366d5906e913a5ec9246679a4ee69a9b48741df22d2d997e6ccd846b
profile_summary|train|2015Q1|all|n|画像汇总.csv|2,profile_summary,train,2015Q1,all,n,226,结果/02_画像/画像汇总.csv,2,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q1|all|entities|画像汇总.csv|2,profile_summary,train,2015Q1,all,entities,226,结果/02_画像/画像汇总.csv,2,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q1|all|mean_history|画像汇总.csv|2,profile_summary,train,2015Q1,all,mean_history,0.331858407079646,结果/02_画像/画像汇总.csv,2,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q2|all|n|画像汇总.csv|3,profile_summary,train,2015Q2,all,n,253,结果/02_画像/画像汇总.csv,3,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q2|all|entities|画像汇总.csv|3,profile_summary,train,2015Q2,all,entities,253,结果/02_画像/画像汇总.csv,3,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q2|all|mean_history|画像汇总.csv|3,profile_summary,train,2015Q2,all,mean_history,0.2055335968379446,结果/02_画像/画像汇总.csv,3,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q3|all|n|画像汇总.csv|4,profile_summary,train,2015Q3,all,n,231,结果/02_画像/画像汇总.csv,4,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q3|all|entities|画像汇总.csv|4,profile_summary,train,2015Q3,all,entities,231,结果/02_画像/画像汇总.csv,4,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q3|all|mean_history|画像汇总.csv|4,profile_summary,train,2015Q3,all,mean_history,0.3203463203463203,结果/02_画像/画像汇总.csv,4,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q4|all|n|画像汇总.csv|5,profile_summary,train,2015Q4,all,n,192,结果/02_画像/画像汇总.csv,5,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q4|all|entities|画像汇总.csv|5,profile_summary,train,2015Q4,all,entities,192,结果/02_画像/画像汇总.csv,5,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2015Q4|all|mean_history|画像汇总.csv|5,profile_summary,train,2015Q4,all,mean_history,0.234375,结果/02_画像/画像汇总.csv,5,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q1|all|n|画像汇总.csv|6,profile_summary,train,2016Q1,all,n,229,结果/02_画像/画像汇总.csv,6,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q1|all|entities|画像汇总.csv|6,profile_summary,train,2016Q1,all,entities,229,结果/02_画像/画像汇总.csv,6,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q1|all|mean_history|画像汇总.csv|6,profile_summary,train,2016Q1,all,mean_history,0.37117903930131,结果/02_画像/画像汇总.csv,6,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q2|all|n|画像汇总.csv|7,profile_summary,train,2016Q2,all,n,207,结果/02_画像/画像汇总.csv,7,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q2|all|entities|画像汇总.csv|7,profile_summary,train,2016Q2,all,entities,207,结果/02_画像/画像汇总.csv,7,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q2|all|mean_history|画像汇总.csv|7,profile_summary,train,2016Q2,all,mean_history,0.3188405797101449,结果/02_画像/画像汇总.csv,7,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q3|all|n|画像汇总.csv|8,profile_summary,train,2016Q3,all,n,135,结果/02_画像/画像汇总.csv,8,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q3|all|entities|画像汇总.csv|8,profile_summary,train,2016Q3,all,entities,135,结果/02_画像/画像汇总.csv,8,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q3|all|mean_history|画像汇总.csv|8,profile_summary,train,2016Q3,all,mean_history,0.1703703703703703,结果/02_画像/画像汇总.csv,8,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q4|all|n|画像汇总.csv|9,profile_summary,train,2016Q4,all,n,174,结果/02_画像/画像汇总.csv,9,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q4|all|entities|画像汇总.csv|9,profile_summary,train,2016Q4,all,entities,174,结果/02_画像/画像汇总.csv,9,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2016Q4|all|mean_history|画像汇总.csv|9,profile_summary,train,2016Q4,all,mean_history,0.4367816091954023,结果/02_画像/画像汇总.csv,9,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q1|all|n|画像汇总.csv|10,profile_summary,train,2017Q1,all,n,232,结果/02_画像/画像汇总.csv,10,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q1|all|entities|画像汇总.csv|10,profile_summary,train,2017Q1,all,entities,232,结果/02_画像/画像汇总.csv,10,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q1|all|mean_history|画像汇总.csv|10,profile_summary,train,2017Q1,all,mean_history,0.625,结果/02_画像/画像汇总.csv,10,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q2|all|n|画像汇总.csv|11,profile_summary,train,2017Q2,all,n,208,结果/02_画像/画像汇总.csv,11,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q2|all|entities|画像汇总.csv|11,profile_summary,train,2017Q2,all,entities,208,结果/02_画像/画像汇总.csv,11,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q2|all|mean_history|画像汇总.csv|11,profile_summary,train,2017Q2,all,mean_history,0.4278846153846153,结果/02_画像/画像汇总.csv,11,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q3|all|n|画像汇总.csv|12,profile_summary,train,2017Q3,all,n,187,结果/02_画像/画像汇总.csv,12,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q3|all|entities|画像汇总.csv|12,profile_summary,train,2017Q3,all,entities,187,结果/02_画像/画像汇总.csv,12,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q3|all|mean_history|画像汇总.csv|12,profile_summary,train,2017Q3,all,mean_history,0.5401069518716578,结果/02_画像/画像汇总.csv,12,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q4|all|n|画像汇总.csv|13,profile_summary,train,2017Q4,all,n,163,结果/02_画像/画像汇总.csv,13,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q4|all|entities|画像汇总.csv|13,profile_summary,train,2017Q4,all,entities,163,结果/02_画像/画像汇总.csv,13,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2017Q4|all|mean_history|画像汇总.csv|13,profile_summary,train,2017Q4,all,mean_history,0.3619631901840491,结果/02_画像/画像汇总.csv,13,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q1|all|n|画像汇总.csv|14,profile_summary,train,2018Q1,all,n,200,结果/02_画像/画像汇总.csv,14,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q1|all|entities|画像汇总.csv|14,profile_summary,train,2018Q1,all,entities,200,结果/02_画像/画像汇总.csv,14,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q1|all|mean_history|画像汇总.csv|14,profile_summary,train,2018Q1,all,mean_history,0.43,结果/02_画像/画像汇总.csv,14,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q2|all|n|画像汇总.csv|15,profile_summary,train,2018Q2,all,n,159,结果/02_画像/画像汇总.csv,15,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q2|all|entities|画像汇总.csv|15,profile_summary,train,2018Q2,all,entities,159,结果/02_画像/画像汇总.csv,15,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q2|all|mean_history|画像汇总.csv|15,profile_summary,train,2018Q2,all,mean_history,0.5220125786163522,结果/02_画像/画像汇总.csv,15,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q3|all|n|画像汇总.csv|16,profile_summary,train,2018Q3,all,n,193,结果/02_画像/画像汇总.csv,16,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q3|all|entities|画像汇总.csv|16,profile_summary,train,2018Q3,all,entities,193,结果/02_画像/画像汇总.csv,16,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q3|all|mean_history|画像汇总.csv|16,profile_summary,train,2018Q3,all,mean_history,0.5181347150259067,结果/02_画像/画像汇总.csv,16,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q4|all|n|画像汇总.csv|17,profile_summary,train,2018Q4,all,n,171,结果/02_画像/画像汇总.csv,17,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q4|all|entities|画像汇总.csv|17,profile_summary,train,2018Q4,all,entities,171,结果/02_画像/画像汇总.csv,17,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2018Q4|all|mean_history|画像汇总.csv|17,profile_summary,train,2018Q4,all,mean_history,0.5497076023391813,结果/02_画像/画像汇总.csv,17,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q1|all|n|画像汇总.csv|18,profile_summary,train,2019Q1,all,n,183,结果/02_画像/画像汇总.csv,18,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q1|all|entities|画像汇总.csv|18,profile_summary,train,2019Q1,all,entities,183,结果/02_画像/画像汇总.csv,18,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q1|all|mean_history|画像汇总.csv|18,profile_summary,train,2019Q1,all,mean_history,0.639344262295082,结果/02_画像/画像汇总.csv,18,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q2|all|n|画像汇总.csv|19,profile_summary,train,2019Q2,all,n,202,结果/02_画像/画像汇总.csv,19,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q2|all|entities|画像汇总.csv|19,profile_summary,train,2019Q2,all,entities,202,结果/02_画像/画像汇总.csv,19,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q2|all|mean_history|画像汇总.csv|19,profile_summary,train,2019Q2,all,mean_history,0.698019801980198,结果/02_画像/画像汇总.csv,19,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q3|all|n|画像汇总.csv|20,profile_summary,train,2019Q3,all,n,162,结果/02_画像/画像汇总.csv,20,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q3|all|entities|画像汇总.csv|20,profile_summary,train,2019Q3,all,entities,162,结果/02_画像/画像汇总.csv,20,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q3|all|mean_history|画像汇总.csv|20,profile_summary,train,2019Q3,all,mean_history,0.5246913580246914,结果/02_画像/画像汇总.csv,20,mean_history,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q4|all|n|画像汇总.csv|21,profile_summary,train,2019Q4,all,n,162,结果/02_画像/画像汇总.csv,21,n,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
profile_summary|train|2019Q4|all|entities|画像汇总.csv|21,profile_summary,train,2019Q4,all,entities,162,结果/02_画像/画像汇总.csv,21,entities,30e57cb1dc9aec7a93898745e0a487df1c475b606aef0d56b9c6c58d06f0ff08
