unique_key,stage,split,quarter,method_or_comparison,metric,value,source_file,source_row,source_column,source_sha256
data_flow|all|all|Inspection原始行|n|样本排除流.csv|2,data_flow,all,all,Inspection原始行,n,1365781,结果/01_数据审计/样本排除流.csv,2,n,41ad639b115e106b8a4ebdbaae95f5d7d6d6b83c33c932ee22ce2be3141fc2a9
split_audit|train|2019Q3|all|mature_total|时间切分审计.csv|31,split_audit,train,2019Q3,all,mature_total,162,结果/01_数据审计/时间切分审计.csv,31,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q3|all|mature_rate|时间切分审计.csv|31,split_audit,train,2019Q3,all,mature_rate,0.9938650306748468,结果/01_数据审计/时间切分审计.csv,31,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q3|all|n|时间切分审计.csv|31,split_audit,train,2019Q3,all,n,162,结果/01_数据审计/时间切分审计.csv,31,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q3|all|positives|时间切分审计.csv|31,split_audit,train,2019Q3,all,positives,78.0,结果/01_数据审计/时间切分审计.csv,31,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|candidate_total|时间切分审计.csv|32,split_audit,train,2019Q4,all,candidate_total,162,结果/01_数据审计/时间切分审计.csv,32,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|mature_positive|时间切分审计.csv|32,split_audit,train,2019Q4,all,mature_positive,90.0,结果/01_数据审计/时间切分审计.csv,32,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|mature_negative|时间切分审计.csv|32,split_audit,train,2019Q4,all,mature_negative,72.0,结果/01_数据审计/时间切分审计.csv,32,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|immature_open_case|时间切分审计.csv|32,split_audit,train,2019Q4,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,32,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|immature_other|时间切分审计.csv|32,split_audit,train,2019Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,32,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|mature_total|时间切分审计.csv|32,split_audit,train,2019Q4,all,mature_total,162,结果/01_数据审计/时间切分审计.csv,32,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|mature_rate|时间切分审计.csv|32,split_audit,train,2019Q4,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,32,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|n|时间切分审计.csv|32,split_audit,train,2019Q4,all,n,162,结果/01_数据审计/时间切分审计.csv,32,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2019Q4|all|positives|时间切分审计.csv|32,split_audit,train,2019Q4,all,positives,90.0,结果/01_数据审计/时间切分审计.csv,32,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|candidate_total|时间切分审计.csv|33,split_audit,train,2020Q1,all,candidate_total,172,结果/01_数据审计/时间切分审计.csv,33,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|mature_positive|时间切分审计.csv|33,split_audit,train,2020Q1,all,mature_positive,107.0,结果/01_数据审计/时间切分审计.csv,33,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|mature_negative|时间切分审计.csv|33,split_audit,train,2020Q1,all,mature_negative,65.0,结果/01_数据审计/时间切分审计.csv,33,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|immature_open_case|时间切分审计.csv|33,split_audit,train,2020Q1,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,33,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|immature_other|时间切分审计.csv|33,split_audit,train,2020Q1,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,33,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|mature_total|时间切分审计.csv|33,split_audit,train,2020Q1,all,mature_total,172,结果/01_数据审计/时间切分审计.csv,33,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|mature_rate|时间切分审计.csv|33,split_audit,train,2020Q1,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,33,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|n|时间切分审计.csv|33,split_audit,train,2020Q1,all,n,172,结果/01_数据审计/时间切分审计.csv,33,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q1|all|positives|时间切分审计.csv|33,split_audit,train,2020Q1,all,positives,107.0,结果/01_数据审计/时间切分审计.csv,33,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|candidate_total|时间切分审计.csv|34,split_audit,train,2020Q2,all,candidate_total,61,结果/01_数据审计/时间切分审计.csv,34,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|mature_positive|时间切分审计.csv|34,split_audit,train,2020Q2,all,mature_positive,38.0,结果/01_数据审计/时间切分审计.csv,34,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|mature_negative|时间切分审计.csv|34,split_audit,train,2020Q2,all,mature_negative,23.0,结果/01_数据审计/时间切分审计.csv,34,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|immature_open_case|时间切分审计.csv|34,split_audit,train,2020Q2,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,34,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|immature_other|时间切分审计.csv|34,split_audit,train,2020Q2,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,34,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|mature_total|时间切分审计.csv|34,split_audit,train,2020Q2,all,mature_total,61,结果/01_数据审计/时间切分审计.csv,34,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|mature_rate|时间切分审计.csv|34,split_audit,train,2020Q2,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,34,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|n|时间切分审计.csv|34,split_audit,train,2020Q2,all,n,61,结果/01_数据审计/时间切分审计.csv,34,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q2|all|positives|时间切分审计.csv|34,split_audit,train,2020Q2,all,positives,38.0,结果/01_数据审计/时间切分审计.csv,34,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|candidate_total|时间切分审计.csv|35,split_audit,train,2020Q3,all,candidate_total,65,结果/01_数据审计/时间切分审计.csv,35,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|mature_positive|时间切分审计.csv|35,split_audit,train,2020Q3,all,mature_positive,35.0,结果/01_数据审计/时间切分审计.csv,35,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|mature_negative|时间切分审计.csv|35,split_audit,train,2020Q3,all,mature_negative,30.0,结果/01_数据审计/时间切分审计.csv,35,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|immature_open_case|时间切分审计.csv|35,split_audit,train,2020Q3,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,35,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|immature_other|时间切分审计.csv|35,split_audit,train,2020Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,35,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|mature_total|时间切分审计.csv|35,split_audit,train,2020Q3,all,mature_total,65,结果/01_数据审计/时间切分审计.csv,35,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|mature_rate|时间切分审计.csv|35,split_audit,train,2020Q3,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,35,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|n|时间切分审计.csv|35,split_audit,train,2020Q3,all,n,65,结果/01_数据审计/时间切分审计.csv,35,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q3|all|positives|时间切分审计.csv|35,split_audit,train,2020Q3,all,positives,35.0,结果/01_数据审计/时间切分审计.csv,35,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|candidate_total|时间切分审计.csv|36,split_audit,train,2020Q4,all,candidate_total,75,结果/01_数据审计/时间切分审计.csv,36,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|mature_positive|时间切分审计.csv|36,split_audit,train,2020Q4,all,mature_positive,48.0,结果/01_数据审计/时间切分审计.csv,36,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|mature_negative|时间切分审计.csv|36,split_audit,train,2020Q4,all,mature_negative,26.0,结果/01_数据审计/时间切分审计.csv,36,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|immature_open_case|时间切分审计.csv|36,split_audit,train,2020Q4,all,immature_open_case,1,结果/01_数据审计/时间切分审计.csv,36,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|immature_other|时间切分审计.csv|36,split_audit,train,2020Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,36,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|mature_total|时间切分审计.csv|36,split_audit,train,2020Q4,all,mature_total,74,结果/01_数据审计/时间切分审计.csv,36,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|mature_rate|时间切分审计.csv|36,split_audit,train,2020Q4,all,mature_rate,0.9866666666666668,结果/01_数据审计/时间切分审计.csv,36,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|n|时间切分审计.csv|36,split_audit,train,2020Q4,all,n,74,结果/01_数据审计/时间切分审计.csv,36,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2020Q4|all|positives|时间切分审计.csv|36,split_audit,train,2020Q4,all,positives,48.0,结果/01_数据审计/时间切分审计.csv,36,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|candidate_total|时间切分审计.csv|37,split_audit,train,2021Q1,all,candidate_total,119,结果/01_数据审计/时间切分审计.csv,37,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|mature_positive|时间切分审计.csv|37,split_audit,train,2021Q1,all,mature_positive,67.0,结果/01_数据审计/时间切分审计.csv,37,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|mature_negative|时间切分审计.csv|37,split_audit,train,2021Q1,all,mature_negative,52.0,结果/01_数据审计/时间切分审计.csv,37,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|immature_open_case|时间切分审计.csv|37,split_audit,train,2021Q1,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,37,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|immature_other|时间切分审计.csv|37,split_audit,train,2021Q1,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,37,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|mature_total|时间切分审计.csv|37,split_audit,train,2021Q1,all,mature_total,119,结果/01_数据审计/时间切分审计.csv,37,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|mature_rate|时间切分审计.csv|37,split_audit,train,2021Q1,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,37,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|n|时间切分审计.csv|37,split_audit,train,2021Q1,all,n,119,结果/01_数据审计/时间切分审计.csv,37,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q1|all|positives|时间切分审计.csv|37,split_audit,train,2021Q1,all,positives,67.0,结果/01_数据审计/时间切分审计.csv,37,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|candidate_total|时间切分审计.csv|38,split_audit,train,2021Q2,all,candidate_total,114,结果/01_数据审计/时间切分审计.csv,38,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|mature_positive|时间切分审计.csv|38,split_audit,train,2021Q2,all,mature_positive,70.0,结果/01_数据审计/时间切分审计.csv,38,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|mature_negative|时间切分审计.csv|38,split_audit,train,2021Q2,all,mature_negative,42.0,结果/01_数据审计/时间切分审计.csv,38,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|immature_open_case|时间切分审计.csv|38,split_audit,train,2021Q2,all,immature_open_case,2,结果/01_数据审计/时间切分审计.csv,38,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|immature_other|时间切分审计.csv|38,split_audit,train,2021Q2,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,38,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|mature_total|时间切分审计.csv|38,split_audit,train,2021Q2,all,mature_total,112,结果/01_数据审计/时间切分审计.csv,38,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|mature_rate|时间切分审计.csv|38,split_audit,train,2021Q2,all,mature_rate,0.9824561403508772,结果/01_数据审计/时间切分审计.csv,38,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|n|时间切分审计.csv|38,split_audit,train,2021Q2,all,n,112,结果/01_数据审计/时间切分审计.csv,38,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q2|all|positives|时间切分审计.csv|38,split_audit,train,2021Q2,all,positives,70.0,结果/01_数据审计/时间切分审计.csv,38,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|candidate_total|时间切分审计.csv|39,split_audit,train,2021Q3,all,candidate_total,98,结果/01_数据审计/时间切分审计.csv,39,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|mature_positive|时间切分审计.csv|39,split_audit,train,2021Q3,all,mature_positive,53.0,结果/01_数据审计/时间切分审计.csv,39,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|mature_negative|时间切分审计.csv|39,split_audit,train,2021Q3,all,mature_negative,43.0,结果/01_数据审计/时间切分审计.csv,39,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|immature_open_case|时间切分审计.csv|39,split_audit,train,2021Q3,all,immature_open_case,2,结果/01_数据审计/时间切分审计.csv,39,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|immature_other|时间切分审计.csv|39,split_audit,train,2021Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,39,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|mature_total|时间切分审计.csv|39,split_audit,train,2021Q3,all,mature_total,96,结果/01_数据审计/时间切分审计.csv,39,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|mature_rate|时间切分审计.csv|39,split_audit,train,2021Q3,all,mature_rate,0.979591836734694,结果/01_数据审计/时间切分审计.csv,39,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|n|时间切分审计.csv|39,split_audit,train,2021Q3,all,n,96,结果/01_数据审计/时间切分审计.csv,39,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q3|all|positives|时间切分审计.csv|39,split_audit,train,2021Q3,all,positives,53.0,结果/01_数据审计/时间切分审计.csv,39,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|candidate_total|时间切分审计.csv|40,split_audit,train,2021Q4,all,candidate_total,88,结果/01_数据审计/时间切分审计.csv,40,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|mature_positive|时间切分审计.csv|40,split_audit,train,2021Q4,all,mature_positive,53.0,结果/01_数据审计/时间切分审计.csv,40,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|mature_negative|时间切分审计.csv|40,split_audit,train,2021Q4,all,mature_negative,35.0,结果/01_数据审计/时间切分审计.csv,40,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|immature_open_case|时间切分审计.csv|40,split_audit,train,2021Q4,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,40,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|immature_other|时间切分审计.csv|40,split_audit,train,2021Q4,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,40,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|mature_total|时间切分审计.csv|40,split_audit,train,2021Q4,all,mature_total,88,结果/01_数据审计/时间切分审计.csv,40,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|mature_rate|时间切分审计.csv|40,split_audit,train,2021Q4,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,40,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|n|时间切分审计.csv|40,split_audit,train,2021Q4,all,n,88,结果/01_数据审计/时间切分审计.csv,40,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|train|2021Q4|all|positives|时间切分审计.csv|40,split_audit,train,2021Q4,all,positives,53.0,结果/01_数据审计/时间切分审计.csv,40,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|candidate_total|时间切分审计.csv|41,split_audit,validation,2022Q1,all,candidate_total,131,结果/01_数据审计/时间切分审计.csv,41,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|mature_positive|时间切分审计.csv|41,split_audit,validation,2022Q1,all,mature_positive,88.0,结果/01_数据审计/时间切分审计.csv,41,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|mature_negative|时间切分审计.csv|41,split_audit,validation,2022Q1,all,mature_negative,42.0,结果/01_数据审计/时间切分审计.csv,41,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|immature_open_case|时间切分审计.csv|41,split_audit,validation,2022Q1,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,41,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|immature_other|时间切分审计.csv|41,split_audit,validation,2022Q1,all,immature_other,1,结果/01_数据审计/时间切分审计.csv,41,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|mature_total|时间切分审计.csv|41,split_audit,validation,2022Q1,all,mature_total,130,结果/01_数据审计/时间切分审计.csv,41,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|mature_rate|时间切分审计.csv|41,split_audit,validation,2022Q1,all,mature_rate,0.9923664122137404,结果/01_数据审计/时间切分审计.csv,41,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|n|时间切分审计.csv|41,split_audit,validation,2022Q1,all,n,130,结果/01_数据审计/时间切分审计.csv,41,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q1|all|positives|时间切分审计.csv|41,split_audit,validation,2022Q1,all,positives,88.0,结果/01_数据审计/时间切分审计.csv,41,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|candidate_total|时间切分审计.csv|42,split_audit,validation,2022Q2,all,candidate_total,136,结果/01_数据审计/时间切分审计.csv,42,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|mature_positive|时间切分审计.csv|42,split_audit,validation,2022Q2,all,mature_positive,87.0,结果/01_数据审计/时间切分审计.csv,42,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|mature_negative|时间切分审计.csv|42,split_audit,validation,2022Q2,all,mature_negative,49.0,结果/01_数据审计/时间切分审计.csv,42,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|immature_open_case|时间切分审计.csv|42,split_audit,validation,2022Q2,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,42,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|immature_other|时间切分审计.csv|42,split_audit,validation,2022Q2,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,42,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|mature_total|时间切分审计.csv|42,split_audit,validation,2022Q2,all,mature_total,136,结果/01_数据审计/时间切分审计.csv,42,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|mature_rate|时间切分审计.csv|42,split_audit,validation,2022Q2,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,42,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|n|时间切分审计.csv|42,split_audit,validation,2022Q2,all,n,136,结果/01_数据审计/时间切分审计.csv,42,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q2|all|positives|时间切分审计.csv|42,split_audit,validation,2022Q2,all,positives,87.0,结果/01_数据审计/时间切分审计.csv,42,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|candidate_total|时间切分审计.csv|43,split_audit,validation,2022Q3,all,candidate_total,172,结果/01_数据审计/时间切分审计.csv,43,candidate_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|mature_positive|时间切分审计.csv|43,split_audit,validation,2022Q3,all,mature_positive,88.0,结果/01_数据审计/时间切分审计.csv,43,mature_positive,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|mature_negative|时间切分审计.csv|43,split_audit,validation,2022Q3,all,mature_negative,84.0,结果/01_数据审计/时间切分审计.csv,43,mature_negative,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|immature_open_case|时间切分审计.csv|43,split_audit,validation,2022Q3,all,immature_open_case,0,结果/01_数据审计/时间切分审计.csv,43,immature_open_case,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|immature_other|时间切分审计.csv|43,split_audit,validation,2022Q3,all,immature_other,0,结果/01_数据审计/时间切分审计.csv,43,immature_other,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|mature_total|时间切分审计.csv|43,split_audit,validation,2022Q3,all,mature_total,172,结果/01_数据审计/时间切分审计.csv,43,mature_total,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|mature_rate|时间切分审计.csv|43,split_audit,validation,2022Q3,all,mature_rate,1.0,结果/01_数据审计/时间切分审计.csv,43,mature_rate,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|n|时间切分审计.csv|43,split_audit,validation,2022Q3,all,n,172,结果/01_数据审计/时间切分审计.csv,43,n,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
split_audit|validation|2022Q3|all|positives|时间切分审计.csv|43,split_audit,validation,2022Q3,all,positives,88.0,结果/01_数据审计/时间切分审计.csv,43,positives,4d2182b2a6b381724917b4955265c5ebb3a53c71515679e369054fd0ab79412e
