开封编号,数据快照,队列规则版本,特征规则版本,模型配置版本,评价规则版本,代码版本,门0状态,门0确认人,门1状态,门1确认人,门2状态,门2确认人,门3状态,门3确认人,冻结清单文件,冻结清单SHA256,模型文件,模型SHA256,配置文件,配置SHA256,04程序文件,04程序SHA256,Validation汇总文件,Validation汇总SHA256,标签承诺文件,标签承诺SHA256,Test特征承诺文件,Test特征承诺SHA256,Test输入文件,Test输入SHA256,Test预测承诺文件,Test预测承诺SHA256,Test预测文件,Test预测SHA256,Test标签文件,Test标签SHA256,方法冻结时间,预测生成时间,首次执行确认,批准开封时间,实际开封时间,执行命令,执行工作目录,执行人,监督人,复核人,标签合并检查结果,开封attempt文件,开封attempt状态,结果目录,结果文件SHA256清单,异常,勘误或后续处置,状态,备注,Unnamed: 56
OPEN_20260817_001,OSHA_20260815_01,V2.0,V1.0,frozen_config.json,V1.0,V1.0,通过,刘知桦,通过,刘知桦,通过,刘知桦,通过,刘知桦,结果/03_验证/frozen_manifest.json,30cfffe39376d3ef271ead6b61c6daa3e691823f9b18c2d044c0dcc70f435f21,结果/03_验证/frozen_model.joblib,562d7837e0d2bc6389e95607e543f9b07db5be1b1fd0ad05487a1151b5001603,结果/03_验证/frozen_config.json,6540448b98e9fb6ebc1ed49124cee1d4ade217e950c32cba470241410fffbf87,程序/04_run_sealed_test.py,6ec49f58b514fa67196e1709abc8b929fe20f048b0c8aa7ffc130458c71a9187,结果/03_验证/validation_summary.csv,c0b78bf4b06786aff973a874da87874f7c6de85641456137377950f86b3a58cd,数据/03_封存测试/sealed_test_commitment.json,888b917b79a7d7faa4698fdf28b25b397c196aa17faf2a489540e9187c1073a1,数据/03_封存测试/test_features_commitment.json,f6ec9996f499ab06fee3c37499c8b849111a64f99f48c6c5f446fae8473dec7d,数据/03_封存测试/test_features_sealed.csv,75d64c3b5d014bb81986b08a4840df78c2ca7dad37aaa439632c54cd0ad7d789,结果/03_验证/test_prediction_commitment.json,791847c2cb5538cf9377d1ddf23679457fdfcb56338ea268060da5750756e8dd,结果/03_验证/test_predictions_sealed.csv,7d5de975c1168c101ce5d18f362699f1c9b5984c8cadb94b6b300d03466ab1bd,数据/03_封存测试/sealed_test_labels.csv,4dd3996e095764273a00b88e59d8dc799cd33bda92841cacce094c3f75209d07,2024-01-01,2026-08-17 15:33:35,是,2026-08-17 15:35:00,,,/home/liu/osha,刘知桦,冯婧,刘诗曼,,,approved,结果/04_正式测试_封存,,,勘误20260819:冻结清单SHA256因6个工具脚本加中文字体配置后更新（旧30cfffe→新073e062）;备份存于frozen_manifest_backup_20260819.json;开封记录从seal_backup_20260818复制到根目录并同步交叉引用;05重跑成功生成表1-4和图1-4,批准开封,所有门已通；冻结清、模型、配置、预测commitment均一致,
